YEAR,PERIOD,UNIT_CODE,UNIT_TITLE,DELIVERY_UNIT,FULL_PERIOD_NUM,CLASS_SIZE,CLASS_BOXPLOT
2020,H1B3,NEC2104,Engineering surveying,NEC2104-2020-H1B3,2020130,24,"{""q1"": 59.0, ""median"": 76.0, ""q3"": 82.0, ""whisker_low"": 51.0, ""whisker_high"": 93.0, ""outliers"": []}"
2020,H1B3,NEC3102,Geotechnical engineering,NEC3102-2020-H1B3,2020130,22,"{""q1"": 50.0, ""median"": 56.0, ""q3"": 64.25, ""whisker_low"": 50.0, ""whisker_high"": 80.0, ""outliers"": [87.0]}"
2020,H1B3,NEC4102,Structural engineering design 2,NEC4102-2020-H1B3,2020130,34,"{""q1"": 72.25, ""median"": 82.5, ""q3"": 87.0, ""whisker_low"": 62.0, ""whisker_high"": 94.0, ""outliers"": []}"
2020,H1B3,NEE2110,Engineering design and practice 2A,NEE2110-2020-H1B3,2020130,23,"{""q1"": 72.75, ""median"": 79.0, ""q3"": 87.0, ""whisker_low"": 65.0, ""whisker_high"": 89.0, ""outliers"": [50.0]}"
2020,H1B3,NEE3103,Electrical machines,NEE3103-2020-H1B3,2020130,38,"{""q1"": 64.0, ""median"": 70.0, ""q3"": 75.5, ""whisker_low"": 50.0, ""whisker_high"": 91.0, ""outliers"": [93.0]}"
2020,H1B3,NEE4110,"Electrical power systems, analysis and operation",NEE4110-2020-H1B3,2020130,30,"{""q1"": 62.75, ""median"": 70.5, ""q3"": 81.75, ""whisker_low"": 51.0, ""whisker_high"": 94.0, ""outliers"": []}"
2020,H1B3,NEF1102,Engineering physics 1,NEF1102-2020-H1B3,2020130,56,"{""q1"": 59.5, ""median"": 72.0, ""q3"": 84.0, ""whisker_low"": 52.0, ""whisker_high"": 100.0, ""outliers"": []}"
2020,H1B3,NEF1104,Problem solving for engineers,NEF1104-2020-H1B3,2020130,36,"{""q1"": 60.5, ""median"": 73.0, ""q3"": 80.0, ""whisker_low"": 50.0, ""whisker_high"": 97.0, ""outliers"": []}"
2020,H1B3,NEF1201,Engineering mathematics 2,NEF1201-2020-H1B3,2020130,26,"{""q1"": 52.0, ""median"": 60.0, ""q3"": 66.75, ""whisker_low"": 50.0, ""whisker_high"": 86.0, ""outliers"": []}"
2020,H1B3,NEF2101,Fluid mechanics 1,NEF2101-2020-H1B3,2020130,25,"{""q1"": 62.0, ""median"": 70.0, ""q3"": 80.0, ""whisker_low"": 60.0, ""whisker_high"": 91.0, ""outliers"": [0.0, 0.0, 0.0]}"
2020,H1B3,NEF3101,Project management,NEF3101-2020-H1B3,2020130,57,"{""q1"": 61.25, ""median"": 65.0, ""q3"": 70.0, ""whisker_low"": 51.0, ""whisker_high"": 80.0, ""outliers"": []}"
2020,H1B3,NEF4101,Research project 1,NEF4101-2020-H1B3,2020130,1,{}
2020,H1B3,NEF4105,Professional engineering practice,NEF4105-2020-H1B3,2020130,35,"{""q1"": 71.5, ""median"": 77.0, ""q3"": 82.0, ""whisker_low"": 64.0, ""whisker_high"": 89.0, ""outliers"": []}"
2020,H1B3,NEM2101,Mechanical engineering design,NEM2101-2020-H1B3,2020130,15,"{""q1"": 54.5, ""median"": 71.5, ""q3"": 78.5, ""whisker_low"": 50.0, ""whisker_high"": 87.0, ""outliers"": []}"
2020,H1B3,NEM4101,Mechanical vibrations,NEM4101-2020-H1B3,2020130,35,"{""q1"": 53.0, ""median"": 58.0, ""q3"": 65.0, ""whisker_low"": 50.0, ""whisker_high"": 73.0, ""outliers"": []}"
2020,H1B3,NIT2102,Cyber security essentials,NIT2102-2020-H1B3,2020130,1,{}
2020,H1B2,NBC1112,Building science,NBC1112-2020-H1B2,2020120,32,"{""q1"": 61.75, ""median"": 72.5, ""q3"": 80.0, ""whisker_low"": 50.0, ""whisker_high"": 92.0, ""outliers"": []}"
2020,H1B2,NBC1113,Measurement and estimating,NBC1113-2020-H1B2,2020120,8,{}
2020,H1B2,NBC2001,Building planning process,NBC2001-2020-H1B2,2020120,10,"{""q1"": 67.0, ""median"": 71.0, ""q3"": 80.0, ""whisker_low"": 64.0, ""whisker_high"": 91.0, ""outliers"": []}"
2020,H1B2,NBC2002,Building regulations,NBC2002-2020-H1B2,2020120,25,"{""q1"": 67.5, ""median"": 72.0, ""q3"": 78.0, ""whisker_low"": 60.0, ""whisker_high"": 85.0, ""outliers"": []}"
2020,H1B2,NBC2004,Building and construction studies,NBC2004-2020-H1B2,2020120,22,"{""q1"": 56.5, ""median"": 61.5, ""q3"": 71.0, ""whisker_low"": 52.0, ""whisker_high"": 91.0, ""outliers"": [93.0]}"
2020,H1B2,NBC2101,Building and construction surveying,NBC2101-2020-H1B2,2020120,8,{}
2020,H1B2,NBC3001,High rise development and compliance,NBC3001-2020-H1B2,2020120,34,"{""q1"": 71.0, ""median"": 73.0, ""q3"": 82.0, ""whisker_low"": 60.0, ""whisker_high"": 91.0, ""outliers"": []}"
2020,H1B2,NBC3101,Project management practice,NBC3101-2020-H1B2,2020120,58,"{""q1"": 68.5, ""median"": 73.0, ""q3"": 80.0, ""whisker_low"": 52.0, ""whisker_high"": 88.0, ""outliers"": [51.0]}"
2020,H1B2,NBC4101,Construction management,NBC4101-2020-H1B2,2020120,27,"{""q1"": 60.0, ""median"": 65.5, ""q3"": 75.0, ""whisker_low"": 51.0, ""whisker_high"": 94.0, ""outliers"": []}"
2020,H1B2,NBD1100,Built environment communication and skills,NBD1100-2020-H1B2,2020120,45,"{""q1"": 68.5, ""median"": 74.0, ""q3"": 78.0, ""whisker_low"": 57.0, ""whisker_high"": 84.0, ""outliers"": [54.0]}"
2020,H1B2,NBD1101,Building design documentation,NBD1101-2020-H1B2,2020120,56,"{""q1"": 62.0, ""median"": 67.0, ""q3"": 70.0, ""whisker_low"": 50.0, ""whisker_high"": 81.0, ""outliers"": []}"
2020,H1B2,NBD2001,Architectural history and analysis,NBD2001-2020-H1B2,2020120,28,"{""q1"": 70.25, ""median"": 76.0, ""q3"": 80.0, ""whisker_low"": 57.0, ""whisker_high"": 83.0, ""outliers"": [52.0]}"
2020,H1B2,NBD2002,Building contract documentation,NBD2002-2020-H1B2,2020120,38,"{""q1"": 67.25, ""median"": 71.0, ""q3"": 76.0, ""whisker_low"": 56.0, ""whisker_high"": 88.0, ""outliers"": [53.0]}"
2020,H1B2,NBD3002,Residential sustainable design,NBD3002-2020-H1B2,2020120,19,"{""q1"": 70.0, ""median"": 85.0, ""q3"": 90.0, ""whisker_low"": 50.0, ""whisker_high"": 94.0, ""outliers"": []}"
2020,H1B2,NEC2102,Solid mechanics,NEC2102-2020-H1B2,2020120,19,"{""q1"": 57.0, ""median"": 65.0, ""q3"": 75.0, ""whisker_low"": 50.0, ""whisker_high"": 84.0, ""outliers"": []}"
2020,H1B2,NEC2103,Engineering materials & construction,NEC2103-2020-H1B2,2020120,25,"{""q1"": 65.25, ""median"": 68.0, ""q3"": 74.25, ""whisker_low"": 56.0, ""whisker_high"": 81.0, ""outliers"": []}"
2020,H1B2,NEC3101,Structural analysis,NEC3101-2020-H1B2,2020120,32,"{""q1"": 62.5, ""median"": 71.0, ""q3"": 75.75, ""whisker_low"": 50.0, ""whisker_high"": 95.0, ""outliers"": []}"
2020,H1B2,NEC3103,Hydrology and water resources,NEC3103-2020-H1B2,2020120,26,"{""q1"": 81.0, ""median"": 86.0, ""q3"": 89.75, ""whisker_low"": 80.0, ""whisker_high"": 98.0, ""outliers"": [65.0, 58.0]}"
2020,H1B2,NEC4101,Environmental engineering 1,NEC4101-2020-H1B2,2020120,28,"{""q1"": 60.75, ""median"": 67.5, ""q3"": 75.5, ""whisker_low"": 53.0, ""whisker_high"": 87.0, ""outliers"": []}"
2020,H1B2,NEC4102,Structural engineering design 2,NEC4102-2020-H1B2,2020120,34,"{""q1"": 68.0, ""median"": 82.0, ""q3"": 85.25, ""whisker_low"": 55.0, ""whisker_high"": 95.0, ""outliers"": []}"
2020,H1B2,NEE2106,Computer programming for electrical engineers,NEE2106-2020-H1B2,2020120,24,"{""q1"": 71.0, ""median"": 75.0, ""q3"": 83.0, ""whisker_low"": 56.0, ""whisker_high"": 95.0, ""outliers"": [52.0, 52.0]}"
2020,H1B2,NEE3103,Electrical machines,NEE3103-2020-H1B2,2020120,19,"{""q1"": 51.0, ""median"": 56.0, ""q3"": 68.0, ""whisker_low"": 50.0, ""whisker_high"": 86.0, ""outliers"": []}"
2020,H1B2,NEE3201,Introduction to control systems,NEE3201-2020-H1B2,2020120,26,"{""q1"": 54.0, ""median"": 61.0, ""q3"": 73.0, ""whisker_low"": 50.0, ""whisker_high"": 90.0, ""outliers"": []}"
2020,H1B2,NEF1201,Engineering mathematics 2,NEF1201-2020-H1B2,2020120,16,"{""q1"": 71.0, ""median"": 80.0, ""q3"": 84.0, ""whisker_low"": 60.0, ""whisker_high"": 97.0, ""outliers"": []}"
2020,H1B2,NEF2101,Fluid mechanics 1,NEF2101-2020-H1B2,2020120,52,"{""q1"": 64.5, ""median"": 75.0, ""q3"": 82.5, ""whisker_low"": 52.0, ""whisker_high"": 95.0, ""outliers"": []}"
2020,H1B2,NEF3101,Project management,NEF3101-2020-H1B2,2020120,19,"{""q1"": 54.0, ""median"": 60.0, ""q3"": 64.0, ""whisker_low"": 50.0, ""whisker_high"": 75.0, ""outliers"": [83.0]}"
2020,H1B2,NEF4101,Research project 1,NEF4101-2020-H1B2,2020120,1,{}
2020,H1B2,NEM1001,Algebra and calculus,NEM1001-2020-H1B2,2020120,72,"{""q1"": 67.5, ""median"": 74.0, ""q3"": 82.0, ""whisker_low"": 50.0, ""whisker_high"": 97.0, ""outliers"": []}"
2020,H1B2,NEM3101,Engineering analysis and modelling,NEM3101-2020-H1B2,2020120,21,"{""q1"": 65.0, ""median"": 68.0, ""q3"": 75.0, ""whisker_low"": 50.0, ""whisker_high"": 81.0, ""outliers"": []}"
2020,H1B2,NEM3203,Stress analysis,NEM3203-2020-H1B2,2020120,14,"{""q1"": 66.0, ""median"": 70.0, ""q3"": 83.0, ""whisker_low"": 55.0, ""whisker_high"": 95.0, ""outliers"": []}"
2020,H1B2,NEM4102,Finite element analysis,NEM4102-2020-H1B2,2020120,58,"{""q1"": 66.0, ""median"": 71.5, ""q3"": 74.75, ""whisker_low"": 54.0, ""whisker_high"": 81.0, ""outliers"": []}"
2020,H1B1,BMO2002,Strategic management,BMO2002-2020-H1B1,2020110,1,{}
2020,HES1,JES0001,Cross institutional outbound,JES0001-2020-HES1,2020110,1,{}
2020,H1B1,NBC1103,Basic structural mechanics,NBC1103-2020-H1B1,2020110,24,"{""q1"": 42.25, ""median"": 59.0, ""q3"": 65.25, ""whisker_low"": 14.0, ""whisker_high"": 75.0, ""outliers"": []}"
2020,H1B1,NBC1111,Fundamentals of building construction,NBC1111-2020-H1B1,2020110,119,"{""q1"": 63.0, ""median"": 71.0, ""q3"": 77.0, ""whisker_low"": 48.0, ""whisker_high"": 90.0, ""outliers"": [0.0, 7.0, 9.0, 0.0, 0.0, 6.0, 19.0, 32.0, 8.0, 0.0, 20.0]}"
2020,H1B1,NBC2001,Building planning process,NBC2001-2020-H1B1,2020110,17,"{""q1"": 54.0, ""median"": 68.0, ""q3"": 72.0, ""whisker_low"": 52.0, ""whisker_high"": 87.0, ""outliers"": []}"
2020,H1B1,NBC2002,Building regulations,NBC2002-2020-H1B1,2020110,12,"{""q1"": 62.75, ""median"": 66.5, ""q3"": 70.25, ""whisker_low"": 60.0, ""whisker_high"": 77.0, ""outliers"": []}"
2020,H1B1,NBC2004,Building and construction studies,NBC2004-2020-H1B1,2020110,41,"{""q1"": 65.0, ""median"": 74.0, ""q3"": 81.0, ""whisker_low"": 45.0, ""whisker_high"": 94.0, ""outliers"": [0.0, 0.0]}"
2020,H1B1,NBC2101,Building and construction surveying,NBC2101-2020-H1B1,2020110,24,"{""q1"": 55.0, ""median"": 61.0, ""q3"": 73.75, ""whisker_low"": 40.0, ""whisker_high"": 92.0, ""outliers"": []}"
2020,H1B1,NBC2109,Performance based solutions for building,NBC2109-2020-H1B1,2020110,14,"{""q1"": 62.75, ""median"": 67.5, ""q3"": 71.75, ""whisker_low"": 56.0, ""whisker_high"": 83.0, ""outliers"": []}"
2020,H1B1,NBC3101,Project management practice,NBC3101-2020-H1B1,2020110,38,"{""q1"": 60.0, ""median"": 70.5, ""q3"": 75.0, ""whisker_low"": 44.0, ""whisker_high"": 92.0, ""outliers"": [35.0]}"
2020,H1B1,NBD1101,Building design documentation,NBD1101-2020-H1B1,2020110,19,"{""q1"": 59.5, ""median"": 78.0, ""q3"": 81.5, ""whisker_low"": 37.0, ""whisker_high"": 88.0, ""outliers"": []}"
2020,H1B1,NBD2002,Building contract documentation,NBD2002-2020-H1B1,2020110,18,"{""q1"": 68.5, ""median"": 73.5, ""q3"": 78.0, ""whisker_low"": 62.0, ""whisker_high"": 89.0, ""outliers"": []}"
2020,H1B1,NBD3002,Residential sustainable design,NBD3002-2020-H1B1,2020110,36,"{""q1"": 67.0, ""median"": 70.0, ""q3"": 75.0, ""whisker_low"": 56.0, ""whisker_high"": 81.0, ""outliers"": []}"
2020,H1B1,NEC2102,Solid mechanics,NEC2102-2020-H1B1,2020110,50,"{""q1"": 57.0, ""median"": 70.0, ""q3"": 76.0, ""whisker_low"": 43.0, ""whisker_high"": 95.0, ""outliers"": [0.0, 0.0]}"
2020,H1B1,NEC3101,Structural analysis,NEC3101-2020-H1B1,2020110,27,"{""q1"": 53.0, ""median"": 64.0, ""q3"": 67.0, ""whisker_low"": 50.0, ""whisker_high"": 84.0, ""outliers"": []}"
2020,H1B1,NEC3102,Geotechnical engineering,NEC3102-2020-H1B1,2020110,25,"{""q1"": 50.0, ""median"": 56.0, ""q3"": 70.0, ""whisker_low"": 38.0, ""whisker_high"": 84.0, ""outliers"": [0.0]}"
2020,H1B1,NEE2101,Electrical circuits,NEE2101-2020-H1B1,2020110,20,"{""q1"": 61.5, ""median"": 79.5, ""q3"": 86.5, ""whisker_low"": 50.0, ""whisker_high"": 92.0, ""outliers"": [0.0]}"
2020,H1B1,NEE3104,Digital systems,NEE3104-2020-H1B1,2020110,33,"{""q1"": 66.0, ""median"": 70.0, ""q3"": 77.0, ""whisker_low"": 52.0, ""whisker_high"": 92.0, ""outliers"": []}"
2020,H1B1,NEF1103,Engineering and the community,NEF1103-2020-H1B1,2020110,78,"{""q1"": 74.0, ""median"": 83.0, ""q3"": 91.0, ""whisker_low"": 53.0, ""whisker_high"": 100.0, ""outliers"": [0.0, 22.0, 0.0, 21.0]}"
2020,H1B1,NEF2101,Fluid mechanics 1,NEF2101-2020-H1B1,2020110,26,"{""q1"": 53.0, ""median"": 64.5, ""q3"": 75.75, ""whisker_low"": 36.0, ""whisker_high"": 100.0, ""outliers"": []}"
2020,H1B1,NEF3001,Applied project 1,NEF3001-2020-H1B1,2020110,21,"{""q1"": 65.0, ""median"": 70.0, ""q3"": 80.0, ""whisker_low"": 58.0, ""whisker_high"": 83.0, ""outliers"": [3.0]}"
2020,H1B1,NEF3101,Project management,NEF3101-2020-H1B1,2020110,20,"{""q1"": 53.0, ""median"": 58.0, ""q3"": 63.5, ""whisker_low"": 50.0, ""whisker_high"": 74.0, ""outliers"": [37.0, 18.0]}"
2020,H1B1,NEF4101,Research project 1,NEF4101-2020-H1B1,2020110,114,"{""q1"": 68.0, ""median"": 77.0, ""q3"": 83.0, ""whisker_low"": 52.0, ""whisker_high"": 98.0, ""outliers"": [18.0, 18.0, 37.0, 0.0, 30.0]}"
2020,H1B1,NEF4105,Professional engineering practice,NEF4105-2020-H1B1,2020110,26,"{""q1"": 65.5, ""median"": 72.0, ""q3"": 81.0, ""whisker_low"": 45.0, ""whisker_high"": 89.0, ""outliers"": [39.0, 0.0]}"
2020,H1B1,NEF4201,Research project 2,NEF4201-2020-H1B1,2020110,2,{}
2020,H1B1,NEM1001,Algebra and calculus,NEM1001-2020-H1B1,2020110,12,"{""q1"": 50.5, ""median"": 60.0, ""q3"": 71.5, ""whisker_low"": 50.0, ""whisker_high"": 100.0, ""outliers"": [14.0, 4.0]}"
2020,H1B1,NEM3101,Engineering analysis and modelling,NEM3101-2020-H1B1,2020110,20,"{""q1"": 39.75, ""median"": 50.5, ""q3"": 53.25, ""whisker_low"": 30.0, ""whisker_high"": 73.0, ""outliers"": []}"
2020,H1B1,NEM3203,Stress analysis,NEM3203-2020-H1B1,2020110,23,"{""q1"": 50.0, ""median"": 54.0, ""q3"": 66.0, ""whisker_low"": 50.0, ""whisker_high"": 83.0, ""outliers"": []}"
2020,HES1,VQB5611,Risk assessment and human behaviour,VQB5611-2020-HES1,2020110,7,{}
2020,HES1,VQB5612,Scientific princ for fire professionals,VQB5612-2020-HES1,2020110,1,{}
2020,HSB2,NEF3001,Applied project 1,NEF3001-2020-HSB2,2020080,2,{}
2020,HSB2,NEF3002,Applied project 2,NEF3002-2020-HSB2,2020080,2,{}
2020,HSB2,NEF3202,Research methods,NEF3202-2020-HSB2,2020080,2,{}
2020,HSB2,NEF4201,Research project 2,NEF4201-2020-HSB2,2020080,17,"{""q1"": 77.5, ""median"": 84.0, ""q3"": 88.25, ""whisker_low"": 67.0, ""whisker_high"": 95.0, ""outliers"": [50.0]}"
2020,HSB2,NEM2104,Numerical modelling of mechanical systems,NEM2104-2020-HSB2,2020080,16,"{""q1"": 53.0, ""median"": 61.0, ""q3"": 66.0, ""whisker_low"": 51.0, ""whisker_high"": 72.0, ""outliers"": []}"
2020,HSB2,NEM2202,Dynamics,NEM2202-2020-HSB2,2020080,15,"{""q1"": 61.0, ""median"": 67.0, ""q3"": 70.0, ""whisker_low"": 51.0, ""whisker_high"": 80.0, ""outliers"": []}"
2020,HESB,JES0002,Study abroad outbound,JES0002-2020-HESB,2020060,1,{}
2020,HESB,NBC1111,Fundamentals of building construction,NBC1111-2020-HESB,2020060,8,{}
2020,HESB,NEF1103,Engineering and the community,NEF1103-2020-HESB,2020060,11,"{""q1"": 81.5, ""median"": 90.0, ""q3"": 96.0, ""whisker_low"": 60.0, ""whisker_high"": 98.0, ""outliers"": [6.0]}"
2020,HESB,NEF1104,Problem solving for engineers,NEF1104-2020-HESB,2020060,1,{}
2020,HESB,NEF4101,Research project 1,NEF4101-2020-HESB,2020060,4,{}
2020,HESB,NEF4201,Research project 2,NEF4201-2020-HESB,2020060,2,{}
2019,H2B4,NBC1104,Structural principles in construction,NBC1104-2019-H2B4,2019240,18,"{""q1"": 57.0, ""median"": 64.0, ""q3"": 75.0, ""whisker_low"": 52.0, ""whisker_high"": 83.0, ""outliers"": [0.0, 0.0]}"
2019,H2B4,NBC1113,Measurement and estimating,NBC1113-2019-H2B4,2019240,47,"{""q1"": 65.0, ""median"": 69.0, ""q3"": 73.0, ""whisker_low"": 54.0, ""whisker_high"": 83.0, ""outliers"": [50.0]}"
2019,H2B4,NBC2005,Building materials,NBC2005-2019-H2B4,2019240,30,"{""q1"": 62.5, ""median"": 68.0, ""q3"": 72.25, ""whisker_low"": 60.0, ""whisker_high"": 77.0, ""outliers"": []}"
2019,H2B4,NBD1100,Built environment communication and skills,NBD1100-2019-H2B4,2019240,44,"{""q1"": 53.25, ""median"": 64.0, ""q3"": 66.75, ""whisker_low"": 43.0, ""whisker_high"": 86.0, ""outliers"": [0.0, 0.0, 24.0, 31.0]}"
2019,H2B4,NBD3001,Risk and safety management,NBD3001-2019-H2B4,2019240,87,"{""q1"": 67.0, ""median"": 72.0, ""q3"": 78.0, ""whisker_low"": 52.0, ""whisker_high"": 90.0, ""outliers"": [5.0, 0.0]}"
2019,H2B4,NEC2201,Introduction to structural engineering design,NEC2201-2019-H2B4,2019240,24,"{""q1"": 70.0, ""median"": 72.5, ""q3"": 80.5, ""whisker_low"": 55.0, ""whisker_high"": 90.0, ""outliers"": [54.0]}"
2019,H2B4,NEC2202,Geomechanics,NEC2202-2019-H2B4,2019240,16,"{""q1"": 56.75, ""median"": 62.5, ""q3"": 64.0, ""whisker_low"": 53.0, ""whisker_high"": 67.0, ""outliers"": [76.0, 0.0, 40.0, 6.0, 92.0]}"
2019,H2B4,NEC2203,Hydraulics,NEC2203-2019-H2B4,2019240,27,"{""q1"": 52.0, ""median"": 63.0, ""q3"": 71.5, ""whisker_low"": 45.0, ""whisker_high"": 94.0, ""outliers"": []}"
2019,H2B4,NEE2210,Engineering design and practice 2B,NEE2210-2019-H2B4,2019240,45,"{""q1"": 63.0, ""median"": 69.0, ""q3"": 78.0, ""whisker_low"": 43.0, ""whisker_high"": 89.0, ""outliers"": [39.0, 21.0]}"
2019,H2B4,NEF1204,Introduction to engineering design,NEF1204-2019-H2B4,2019240,57,"{""q1"": 56.75, ""median"": 71.0, ""q3"": 82.25, ""whisker_low"": 27.0, ""whisker_high"": 95.0, ""outliers"": [4.0, 0.0, 0.0, 16.0]}"
2019,H2B4,NEF1205,Engineering fundamentals,NEF1205-2019-H2B4,2019240,32,"{""q1"": 55.0, ""median"": 73.0, ""q3"": 84.0, ""whisker_low"": 40.0, ""whisker_high"": 97.0, ""outliers"": [0.0, 0.0, 0.0, 0.0]}"
2019,H2B4,NEF2201,Building HVAC systems,NEF2201-2019-H2B4,2019240,16,"{""q1"": 67.0, ""median"": 67.5, ""q3"": 71.25, ""whisker_low"": 66.0, ""whisker_high"": 77.0, ""outliers"": [0.0, 57.0]}"
2019,H2B4,NEF2251,Fundamentals of electrical and electronic engineering,NEF2251-2019-H2B4,2019240,23,"{""q1"": 64.5, ""median"": 71.0, ""q3"": 76.5, ""whisker_low"": 50.0, ""whisker_high"": 91.0, ""outliers"": [25.0]}"
2019,H2B4,NEM2202,Dynamics,NEM2202-2019-H2B4,2019240,18,"{""q1"": 41.0, ""median"": 53.0, ""q3"": 60.0, ""whisker_low"": 28.0, ""whisker_high"": 70.0, ""outliers"": [93.0]}"
2019,H2B3,NBC1104,Structural principles in construction,NBC1104-2019-H2B3,2019230,25,"{""q1"": 56.0, ""median"": 64.0, ""q3"": 74.0, ""whisker_low"": 46.0, ""whisker_high"": 91.0, ""outliers"": [0.0]}"
2019,H2B3,NBC1112,Building science,NBC1112-2019-H2B3,2019230,47,"{""q1"": 57.5, ""median"": 65.0, ""q3"": 73.5, ""whisker_low"": 46.0, ""whisker_high"": 80.0, ""outliers"": []}"
2019,H2B3,NBC1113,Measurement and estimating,NBC1113-2019-H2B3,2019230,18,"{""q1"": 58.25, ""median"": 62.5, ""q3"": 64.75, ""whisker_low"": 55.0, ""whisker_high"": 66.0, ""outliers"": [44.0, 78.0]}"
2019,H2B3,NBC2003,Building systems and services,NBC2003-2019-H2B3,2019230,43,"{""q1"": 60.0, ""median"": 66.0, ""q3"": 76.0, ""whisker_low"": 37.0, ""whisker_high"": 88.0, ""outliers"": [15.0, 6.0]}"
2019,H2B3,NBC2005,Building materials,NBC2005-2019-H2B3,2019230,27,"{""q1"": 63.0, ""median"": 67.0, ""q3"": 72.0, ""whisker_low"": 60.0, ""whisker_high"": 77.0, ""outliers"": []}"
2019,H2B3,NEA2201,Building development and compliance,NEA2201-2019-H2B3,2019230,71,"{""q1"": 55.0, ""median"": 60.0, ""q3"": 66.0, ""whisker_low"": 50.0, ""whisker_high"": 81.0, ""outliers"": [0.0, 85.0, 31.0, 29.0]}"
2019,H2B3,NEC2102,Solid mechanics,NEC2102-2019-H2B3,2019230,25,"{""q1"": 71.5, ""median"": 83.5, ""q3"": 88.25, ""whisker_low"": 55.0, ""whisker_high"": 92.0, ""outliers"": [2.0]}"
2019,H2B3,NEC2203,Hydraulics,NEC2203-2019-H2B3,2019230,24,"{""q1"": 59.0, ""median"": 64.0, ""q3"": 73.5, ""whisker_low"": 52.0, ""whisker_high"": 86.0, ""outliers"": []}"
2019,H2B3,NEC2204,Highway engineering,NEC2204-2019-H2B3,2019230,26,"{""q1"": 60.5, ""median"": 71.0, ""q3"": 79.5, ""whisker_low"": 39.0, ""whisker_high"": 92.0, ""outliers"": []}"
2019,H2B3,NEE2201,Linear systems with matlab applications,NEE2201-2019-H2B3,2019230,43,"{""q1"": 53.5, ""median"": 65.5, ""q3"": 71.0, ""whisker_low"": 31.0, ""whisker_high"": 92.0, ""outliers"": [0.0]}"
2019,H2B3,NEF1202,Engineering physics 2,NEF1202-2019-H2B3,2019230,31,"{""q1"": 57.0, ""median"": 62.0, ""q3"": 67.0, ""whisker_low"": 52.0, ""whisker_high"": 80.0, ""outliers"": [36.0, 37.0, 0.0]}"
2019,H2B3,NEF1204,Introduction to engineering design,NEF1204-2019-H2B3,2019230,20,"{""q1"": 47.75, ""median"": 61.0, ""q3"": 81.5, ""whisker_low"": 0.0, ""whisker_high"": 93.0, ""outliers"": []}"
2019,H2B3,NEF1205,Engineering fundamentals,NEF1205-2019-H2B3,2019230,48,"{""q1"": 46.5, ""median"": 65.0, ""q3"": 89.0, ""whisker_low"": 0.0, ""whisker_high"": 98.0, ""outliers"": []}"
2019,H2B3,NEM2201,Thermodynamics 1,NEM2201-2019-H2B3,2019230,22,"{""q1"": 73.0, ""median"": 80.0, ""q3"": 82.75, ""whisker_low"": 65.0, ""whisker_high"": 93.0, ""outliers"": [58.0]}"
2019,HTR3,JES0001,Cross institutional outbound,JES0001-2019-HTR3,2019225,1,{}
2019,H2B2,NBC1101,Maths for builders,NBC1101-2019-H2B2,2019220,25,"{""q1"": 54.0, ""median"": 60.0, ""q3"": 71.0, ""whisker_low"": 41.0, ""whisker_high"": 82.0, ""outliers"": [0.0, 3.0]}"
2019,H2B2,NBC1112,Building science,NBC1112-2019-H2B2,2019220,24,"{""q1"": 53.0, ""median"": 59.0, ""q3"": 64.0, ""whisker_low"": 44.0, ""whisker_high"": 80.0, ""outliers"": [0.0]}"
2019,H2B2,NBC1113,Measurement and estimating,NBC1113-2019-H2B2,2019220,36,"{""q1"": 57.0, ""median"": 60.5, ""q3"": 69.0, ""whisker_low"": 52.0, ""whisker_high"": 87.0, ""outliers"": [11.0]}"
2019,H2B2,NBC2003,Building systems and services,NBC2003-2019-H2B2,2019220,63,"{""q1"": 58.0, ""median"": 66.0, ""q3"": 71.5, ""whisker_low"": 50.0, ""whisker_high"": 85.0, ""outliers"": [10.0, 35.0, 0.0, 10.0, 17.0, 18.0, 15.0, 28.0]}"
2019,H2B2,NBD1100,Built environment communication and skills,NBD1100-2019-H2B2,2019220,42,"{""q1"": 74.25, ""median"": 80.0, ""q3"": 83.0, ""whisker_low"": 63.0, ""whisker_high"": 87.0, ""outliers"": [58.0, 18.0, 52.0, 60.0, 58.0, 50.0, 58.0]}"
2019,H2B2,NEA2201,Building development and compliance,NEA2201-2019-H2B2,2019220,55,"{""q1"": 65.25, ""median"": 71.0, ""q3"": 75.0, ""whisker_low"": 53.0, ""whisker_high"": 83.0, ""outliers"": [0.0, 0.0, 0.0, 0.0]}"
2019,H2B2,NEC2201,Introduction to structural engineering design,NEC2201-2019-H2B2,2019220,28,"{""q1"": 67.5, ""median"": 80.0, ""q3"": 85.5, ""whisker_low"": 46.0, ""whisker_high"": 93.0, ""outliers"": [0.0]}"
2019,H2B2,NEC2202,Geomechanics,NEC2202-2019-H2B2,2019220,24,"{""q1"": 60.5, ""median"": 65.0, ""q3"": 69.5, ""whisker_low"": 50.0, ""whisker_high"": 81.0, ""outliers"": [40.0, 88.0]}"
2019,H2B2,NEC2204,Highway engineering,NEC2204-2019-H2B2,2019220,8,{}
2019,H2B2,NEE2205,Analogue electronics,NEE2205-2019-H2B2,2019220,41,"{""q1"": 74.0, ""median"": 79.0, ""q3"": 80.0, ""whisker_low"": 68.0, ""whisker_high"": 85.0, ""outliers"": [62.0, 8.0, 21.0, 31.0, 55.0, 38.0, 61.0]}"
